Index,mean,std,Protocol,Name,Size,Type,Role,name
0,139.23673002981337,32.15337291224934,alvin,during changes,5x1,alvin-leader,leader,alvin - 5x1
1,141.7481707800803,33.075031733278564,alvin,during changes,5x1,alvin-cohorts,cohorts,alvin - 5x1
