Index,mean,std,Protocol,Name,Size,Type,Role,name
0,37570550.222222224,4161223.4131983877,alvin,during changes,5x1,alvin-leader,leader,alvin - 5x1
1,36729302.222222224,4201189.031726502,alvin,during changes,5x1,alvin-cohorts,cohorts,alvin - 5x1
