Index,mean,std,Protocol,Name,Size,Type,Role,name
0,0.006919719892543772,0.0009548194694687926,alvin,during changes,5x1,alvin-leader,leader,alvin - 5x1
1,0.007045418666480956,0.00100342983002121,alvin,during changes,5x1,alvin-cohorts,cohorts,alvin - 5x1
