Index,mean,std,Protocol,Name,Size,Type,Role,name
0,34284756.43076923,4583151.279138231,alvin,during changes,5x1,alvin-leader,leader,alvin - 5x1
1,34132885.07692308,4561793.763335047,alvin,during changes,5x1,alvin-cohorts,cohorts,alvin - 5x1
