Index,mean,std,Protocol,Name,Size,Type,Role,name
0,97048.23962618054,305.63194986132993,alvin,during changes,5x1,alvin-leader,leader,alvin 5x1
1,63606.8319240025,231.5875943665136,alvin,during changes,5x1,alvin-cohorts,cohorts,alvin 5x1
