Index,mean,std,Protocol,Name,Size,Type,Role,name
0,36086323.179487176,4261570.8724628445,alvin,during changes,5x1,alvin-leader,leader,alvin 5x1
1,34481909.820512824,4641798.379228549,alvin,during changes,5x1,alvin-cohorts,cohorts,alvin 5x1
