Index,mean,std,Protocol,Name,Size,Type,Role,name
0,70252.41731976077,13396.423386799372,alvin,during changes,5x1,alvin-leader,leader,alvin - 5x1
1,63555.47872906418,240.78370152183112,alvin,during changes,5x1,alvin-cohorts,cohorts,alvin - 5x1
