Index,mean,std,Protocol,Name,Size,Type,Role,name
0,2532.1912129179304,556.0049203113379,raft,during changes,5x1,raft-leader,leader,raft - 5x1
1,2256.1472073614586,60.5083284601507,raft,during changes,5x1,raft-cohorts,cohorts,raft - 5x1
