Index,mean,std,Protocol,Name,Size,Type,Role,name
0,179.38792882747947,21.431734987073554,paxos,idle,5x1,paxos-leader,leader,paxos 5x1
1,180.39846725521335,21.520176711403156,paxos,idle,5x1,paxos-cohorts,cohorts,paxos 5x1
