Index,mean,std,Protocol,Name,Size,Type,Role,name
0,38026230.15384615,5209676.763828682,raft,idle,5x1,raft-leader,leader,raft 5x1
1,32423409.435897436,4570747.684233594,raft,idle,5x1,raft-cohorts,cohorts,raft 5x1
