name,lower-whisker,lower-quartile,median,upper-quartile,upper-whisker
raft - 5x1 peers - cohorts,13941.254282128684,14107.734830406836,14263.69755007889,14930.898509249942,16113.569967864449
raft - 5x1 peers - leaders,25057.57160078148,25254.76591302224,25366.139037771,25416.44008200004,25461.45307209857
