name,lower-whisker,lower-quartile,median,upper-quartile,upper-whisker
raft - 5x1 peers - cohorts,0.0098521770039092,0.0642126550381461,0.0834915098096444,0.1189133562204799,0.199517878474817
raft - 5x1 peers - leaders,0.1970416938267281,0.2061381333981956,0.2218221524818276,0.2405843963562256,0.2811889891655852
