name,lower-whisker,lower-quartile,median,upper-quartile,upper-whisker
raft - 5x1 peers - cohorts,23115632.0,26930710.0,29623420.0,32438898.0,37681624.0
raft - 5x1 peers - leaders,25553224.0,29553990.0,33571572.0,37021182.0,40404248.0
