name,lower-whisker,lower-quartile,median,upper-quartile,upper-whisker
gpac - 5x2 peers - cohorts,26257320.0,35051494.0,39724556.0,43689598.0,56429592.0
gpac - 5x2 peers - leaders,35876248.0,51650178.0,61453728.0,70122020.0,96586192.0
2pc - 5x2 peers - cohorts,22917672.0,28093470.0,31661976.0,35152694.0,41882592.0
2pc - 5x2 peers - leaders,28595928.0,32708760.0,37139428.0,42368074.0,54174224.0
