Index,mean,std,Protocol,Name,Size,Type,Role,name
0,33808428.18461538,4673593.542437613,paxos,during changes,5x1,paxos-leader,leader,paxos - 5x1
1,33383416.153846152,4435364.591323969,paxos,during changes,5x1,paxos-cohorts,cohorts,paxos - 5x1
