Index,mean,std,Protocol,Name,Size,Type,Role,name
0,0.158077274166969,0.08258767275005297,raft,during changes,5x1,raft-leader,leader,raft - 5x1
1,0.12214607657942332,0.04329699269117384,raft,during changes,5x1,raft-cohorts,cohorts,raft - 5x1
