Index,mean,std,Protocol,Name,Size,Type,Role,name
0,180.98385858720937,25.44160380413895,alvin,during changes,5x1,alvin-leader,leader,alvin - 5x1
1,179.85049734007532,24.231550334968524,alvin,during changes,5x1,alvin-cohorts,cohorts,alvin - 5x1
