Index,mean,std,Protocol,Name,Size,Type,Role,name
0,29987543.644444443,4223347.467788635,paxos,during changes,5x1,paxos-leader,leader,paxos - 5x1
1,30258710.0,4001723.126179577,paxos,during changes,5x1,paxos-cohorts,cohorts,paxos - 5x1
