Index,mean,std,Protocol,Name,Size,Type,Role,name
0,0.42381239511282237,0.29059656605979206,alvin,during changes,5x1,alvin-leader,leader,alvin - 5x1
1,0.3952212460802394,0.272179051530542,alvin,during changes,5x1,alvin-cohorts,cohorts,alvin - 5x1
