Index,mean,std,Protocol,Name,Size,Type,Role,name
0,0.3597134838585562,0.22712798289637678,raft,during changes,5x1,raft-leader,leader,raft - 5x1
1,0.27533014094031616,0.11286719527435424,raft,during changes,5x1,raft-cohorts,cohorts,raft - 5x1
