Index,mean,std,Protocol,Name,Size,Type,Role,name
0,29943464.888888888,5162755.7473092135,alvin,during changes,5x1,alvin-leader,leader,alvin - 5x1
1,30186952.444444444,5199452.776781101,alvin,during changes,5x1,alvin-cohorts,cohorts,alvin - 5x1
