Index,mean,std,Protocol,Name,Size,Type,Role,name
0,35794551.692307696,4691205.079335139,alvin,idle,5x1,alvin-leader,leader,alvin 5x1
1,35028808.179487176,4564668.433350356,alvin,idle,5x1,alvin-cohorts,cohorts,alvin 5x1
