Index,mean,std,Protocol,Name,Size,Type,Role,name
0,31045293.066666666,5172379.790856808,alvin,during changes,3x1,alvin-leader,leader,alvin - 3x1
1,31833571.0,5235514.6666966565,alvin,during changes,3x1,alvin-cohorts,cohorts,alvin - 3x1
