Index,mean,std,Protocol,Name,Size,Type,Role,name
0,0.2954545335834798,0.25499420894376046,raft,during changes,3x1,raft-leader,leader,raft - 3x1
1,0.2346963211074482,0.20807664110165167,raft,during changes,3x1,raft-cohorts,cohorts,raft - 3x1
