Index,mean,std,Protocol,Name,Size,Type,Role,name
0,22796.345245607437,7220.174153422507,raft,during changes,5x1,raft-leader,leader,raft - 5x1
1,19263.38049885287,1658.4545473822918,raft,during changes,5x1,raft-cohorts,cohorts,raft - 5x1
