Index,mean,std,Protocol,Name,Size,Type,Role,name
0,15745.110670136331,6495.201935403513,paxos,during changes,5x1,paxos-leader,leader,paxos - 5x1
1,12505.66728994593,368.60960090731,paxos,during changes,5x1,paxos-cohorts,cohorts,paxos - 5x1
