Index,mean,std,Protocol,Name,Size,Type,Role,name
0,19502.782338524314,7515.588567215426,paxos,during changes,5x1,paxos-leader,leader,paxos 5x1
1,13936.240067168734,4929.499665684753,paxos,during changes,5x1,paxos-cohorts,cohorts,paxos 5x1
