Index,mean,std,Protocol,Name,Size,Type,Role,name
0,0.008543135255119821,0.0016877951502951112,alvin,during changes,3x1,alvin-leader,leader,alvin - 3x1
1,0.008422977611863008,0.0015226229290190333,alvin,during changes,3x1,alvin-cohorts,cohorts,alvin - 3x1
