Index,mean,std,Protocol,Name,Size,Type,Role,name
0,0.01886623994810059,0.004606713177168676,raft,during changes,3x1,raft-leader,leader,raft - 3x1
1,0.015774444837178346,0.0010562337736203587,raft,during changes,3x1,raft-cohorts,cohorts,raft - 3x1
